CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,MW,Molecular_Weight,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)"
CM-1998545,JAK1 EC50(uM),0.0914,,337.38,75.52,0.693,0.6923,1,7,3,0.38889,Class C,49,464,,,13.8
CM-2013883,JAK1 EC50(uM),0.377,,337.46,49.22,2.416,-0.5365,1,5,3,0.6,Class C,26.4,595,,,55.7
CM-2152684,JAK1 EC50(uM),0.0894,,351.45,58.45,0.872,,1,6,3,0.6,Class C,40.6,605,,,12.6
CM-2040613,JAK1 EC50(uM),0.584,,239.28,58.87,0.659,0.6593,1,5,3,0.46154,Class C,78.5,262,,,6.41
CM-2152680,JAK1 EC50(uM),0.127,,349.47,49.22,2.123,,1,5,3,0.61905,Class C,7.02,289,,,16
CM-2236112,JAK1 EC50(uM),0.674,,361.39,58.45,0.897,0.6449,1,6,3,0.55556,Class C,54.5,457,,,11.9
CM-2154736,JAK1 EC50(uM),0.0615,,377.41,49.74,2.743,2.7426,1,5,3,0.57895,Class C,49.5,197,,,19.1
CM-2162277,JAK1 EC50(uM),0.116,,351.45,58.45,0.742,-1.8683,1,6,3,0.6,Class C,36.1,283,,,4.47
CM-2232242,JAK1 EC50(uM),0.0834,,369.41,49.22,1.303,0.3914,1,5,3,0.6,Class C,18.8,561,,,72.6
CM-2070342,JAK1 EC50(uM),3,,381.44,48.05,4.069,4.0221,1,5,2,0.68421,Class C,1.02,7,,,263
CM-2210158,JAK1 EC50(uM),0.0796,,371.43,49.22,2.453,2.4523,1,5,3,0.6,Class C,38.1,10.4,,,
CM-2144036,JAK1 EC50(uM),3,,323.39,57.28,2.859,2.814,1,6,3,0.33333,Class C,,,,,
CM-2002402,JAK1 EC50(uM),0.14,,351.37,49.22,1.844,0.1065,1,5,3,0.52941,Class C,14.4,535,,,19
CM-2144023,JAK1 EC50(uM),3,,278.26,62.63,2.048,1.9968,1,6,3,0.25,Class C,,,,,
CM-2280480,JAK1 EC50(uM),0.12,,317.35,83.79,0.267,0.2666,2,7,4,0.29412,Class C,53.2,1,,,
CM-2206880,JAK1 EC50(uM),3,,365.47,58.45,1.354,-1.5274,1,6,3,0.61905,Class C,,303,,,2.5
CM-2145548,JAK1 EC50(uM),0.0827,,359.42,49.74,2.334,-0.2494,1,5,3,0.57895,Class C,39,109,,,
CM-2151898,JAK1 EC50(uM),0.0908,,298.38,55.21,2.13,2.1295,1,5,3,0.52941,Class C,24.7,17,,,149
CM-2165947,JAK1 EC50(uM),1.28,,363.38,49.22,1.897,0.716,1,5,3,0.55556,Class C,16.5,,,,80
CM-2044148,JAK1 EC50(uM),0.298,,353.32,49.22,1.081,1.0773,1,5,3,0.5,Class C,33.2,103,,,18.8
CM-2146822,JAK1 EC50(uM),3,,294.35,65.03,2.603,2.5601,2,5,3,0.29412,Class C,,,,,
CM-2036130,JAK1 EC50(uM),0.057,,299.37,79.09,0.896,0.8955,2,6,3,0.5625,Class C,33.9,524,,,4.33
CM-2144019,JAK1 EC50(uM),3,,377.44,74.34,3.086,3.0395,1,7,3,0.38095,Class C,,,,,
CM-2160521,JAK1 EC50(uM),0.156,,357.4,49.22,1.847,0.5779,1,5,3,0.47368,Class C,19,46,,,18.8
CM-1991740,JAK1 EC50(uM),0.0649,,391.47,93.32,-0.01,-0.0102,1,8,3,0.52381,Class C,,,,,
CM-2218530,JAK1 EC50(uM),0.237,,385.45,49.22,1.803,-0.5549,1,5,3,0.61905,Class C,17.9,287,,,
CM-2170265,JAK1 EC50(uM),0.278,,357.4,49.22,1.031,-1.1296,1,5,3,0.57895,Class C,,532,,,8.6
CM-2236092,JAK1 EC50(uM),0.0484,,375.42,58.45,1.263,0.963,1,6,3,0.57895,Class C,50.4,,,,14.3
CM-2216781,JAK1 EC50(uM),0.0664,,375.42,58.45,1.202,-0.2866,1,6,3,0.57895,Class C,44.1,126,,,2.5
CM-2141326,JAK1 EC50(uM),0.0958,,268.31,55.73,1.042,1.0415,1,5,3,0.46667,Class C,,545,,,16.5
CM-2235342,JAK1 EC50(uM),0.0471,,344.36,55.21,1.011,0.9151,1,5,3,0.55556,Class C,45.6,78,,,22.4
CM-2003517,JAK1 EC50(uM),0.373,,331.36,49.22,0.972,-0.8966,1,5,3,0.52941,Class C,33.3,506,,,23.3
CM-2141334,JAK1 EC50(uM),0.0428,,279.34,58.87,1.525,1.5251,1,5,3,0.4375,Class C,,94,,,12
CM-1991687,JAK1 EC50(uM),0.0112,,434.46,69.52,1.93,1.9295,1,7,3,0.57143,Class C,65.8,1.2,,,45.8
CM-2009409,JAK1 EC50(uM),3,,240.26,70.9,-0.43,-3.5551,2,6,3,0.41667,Class C,2.05,,,,10.1
CM-2146824,JAK1 EC50(uM),3,,296.37,62.63,2.283,2.2373,1,6,3,0.4375,Class C,,,,,
CM-1991685,JAK1 EC50(uM),0.0156,,392.5,69.52,1.154,1.1533,1,7,3,0.59091,Class C,46.2,206,,,11.8
CM-2163480,JAK1 EC50(uM),0.0742,,371.43,49.22,1.666,-0.8242,1,5,3,0.6,Class C,23.1,193,,,5.22
CM-1991686,JAK1 EC50(uM),0.0393,,405.5,93.32,0.435,0.4343,1,8,3,0.54545,Class C,31.9,502,,,6.28
CM-1987012,JAK1 EC50(uM),0.0627,,321.42,49.22,2.283,0.8434,1,5,3,0.47368,Class C,18.2,489,,,120
CM-2273257,JAK1 EC50(uM),0.346,,284.36,55.21,1.497,1.3523,1,5,3,0.5,Class C,52.2,151,,,16.6
CM-2241325,JAK1 EC50(uM),3,,459.43,38.36,3.393,2.659,0,5,3,0.61905,Class C,1.72,613,,,71.9
CM-2228048,JAK1 EC50(uM),0.0119,,378.42,64.44,2.192,2.1909,1,6,3,0.57895,Class C,40.3,193,,,72.9
CM-2232244,JAK1 EC50(uM),0.0513,,373.4,58.45,1.803,1.6842,1,6,3,0.57895,Class C,21.5,559,,,12.9
CM-2122180,JAK1 EC50(uM),0.117,,308.38,55.73,2.139,2.1384,1,5,3,0.44444,Class C,46.8,4,,,2.5
CM-2282308,JAK1 EC50(uM),0.0623,,390.46,58.34,2.046,1.6031,1,6,2,0.5,Class C,,344,,,21.6
CM-2019080,JAK1 EC50(uM),0.195,,350.46,52.46,0.907,-0.6045,1,6,3,0.6,Class C,12.7,382,,,2.5
CM-2045479,JAK1 EC50(uM),0.327,,386.47,66.41,3.697,3.1234,1,7,2,0.55,Class C,0.296,553,,,20.1
CM-2114809,JAK1 EC50(uM),3,,254.24,54.04,1.526,1.4849,1,5,2,0.45455,Class C,,,,,
CM-2206882,JAK1 EC50(uM),0.389,,345.39,49.22,2.116,2.0203,1,5,3,0.55556,Class C,46,303,,,10.5
CM-2226957,JAK1 EC50(uM),0.0312,,312.37,75.44,0.16,0.1599,2,6,3,0.52941,Class C,52.2,303,,,10.4
CM-2264294,JAK1 EC50(uM),3,,320.32,70.09,-1.697,-1.6966,2,6,3,0.53333,Class C,1.56,511,,,9.51
CM-2148015,JAK1 EC50(uM),0.0177,,268.31,66.21,0.352,0.3507,2,5,3,0.46667,Class C,39.8,566,,,13.9
CM-2008888,JAK1 EC50(uM),3,,340.38,88.41,0.311,0.3109,1,8,3,0.52941,Class C,42.6,468,,,9.85
CM-2114801,JAK1 EC50(uM),3,,264.27,44.81,2.064,2.0175,1,4,2,0.53846,Class C,,,,,
CM-2152682,JAK1 EC50(uM),0.173,,365.47,58.45,1.318,,1,6,3,0.61905,Class C,49.8,601,,,10.6
CM-2136586,JAK1 EC50(uM),0.0632,,354.45,75.96,2.443,2.4426,2,6,3,0.6,Class C,37.5,553,,,8.72
CM-2160515,JAK1 EC50(uM),0.4,,358.39,62.11,1.166,0.0144,1,6,3,0.5,Class C,50.8,187,,,13
CM-2141328,JAK1 EC50(uM),0.0476,,296.37,55.73,1.687,1.687,1,5,3,0.52941,Class C,46.6,556,,,22.9
CM-2179510,JAK1 EC50(uM),0.291,,346.38,52.46,0.677,0.6498,1,6,3,0.52941,Class C,50.3,303,,,25.8
CM-2148927,JAK1 EC50(uM),0.145,,268.31,66.21,0.352,0.3507,2,5,3,0.46667,Class C,43.2,703,,,9.68
CM-2172667,JAK1 EC50(uM),0.00978,,336.39,75.44,0.273,0.2726,2,6,3,0.47368,Class C,46.7,12,,,35.9
CM-2173165,JAK1 EC50(uM),0.09,,438.47,82.24,0.479,0.4783,1,7,3,0.6087,Class C,50.8,60.3,,,2.5
CM-2118256,JAK1 EC50(uM),0.0026,,250.25,44.81,1.775,1.7296,1,4,2,0.5,Class C,50.7,24,,,5.51
CM-2195946,JAK1 EC50(uM),0.0699,,338.33,52.46,1.287,,1,6,,,Class C,43.1,12,,,2.5
CM-2165246,JAK1 EC50(uM),0.654,,444.52,64.44,2.237,2.2362,1,6,3,0.66667,Class C,7.15,,,,2.5
CM-1999765,JAK1 EC50(uM),0.138,,307.39,49.22,1.839,0.5902,1,5,3,0.44444,Class C,28.8,386,,,7.01
CM-2140648,JAK1 EC50(uM),0.0751,,340.3,75.96,1.623,1.6216,2,6,3,0.46667,Class C,42.9,805,,,7.9
CM-2177171,JAK1 EC50(uM),0.0447,,385.45,58.01,1.918,-1.2186,2,5,3,0.61905,Class C,29.6,395,,,42.6
CM-2147521,JAK1 EC50(uM),0.561,,268.31,66.21,0.352,0.3507,2,5,3,0.46667,Class C,37.6,349,,,7.09
CM-2067208,JAK1 EC50(uM),0.033,,309.37,90,0.592,0.5908,2,6,3,0.47059,Class C,17.1,549,,,17
CM-2193723,JAK1 EC50(uM),3,,321.33,58.45,0.477,0.4239,1,6,3,0.46667,Class C,59.5,602,,,29
CM-2273709,JAK1 EC50(uM),0.14,,309.41,58.87,2.917,2.9174,1,5,3,0.5,Class C,15.1,23,,,
CM-2206877,JAK1 EC50(uM),3,,351.45,58.45,1.224,-1.7981,1,6,3,0.6,Class C,18.7,290,,,20.5
CM-2172967,JAK1 EC50(uM),0.0564,,352.34,55.21,2.166,2.1659,1,5,4,0.26316,Class C,6.7,10,,,2120
CM-2206884,JAK1 EC50(uM),3,,379.5,58.45,1.593,-0.7853,1,6,3,0.63636,Class C,,303,,,5.82
CM-2236098,JAK1 EC50(uM),0.888,,361.39,58.45,0.819,0.6697,1,6,3,0.55556,Class C,50.4,619,,,12.6
CM-2017368,JAK1 EC50(uM),0.566,,391.43,49.22,2.731,0.9036,1,5,3,0.6,Class C,5.39,,,,17.3
CM-2162582,JAK1 EC50(uM),0.136,,407.43,58.45,2.208,0.8464,1,6,3,0.6,Class C,13.8,88,,,31.7
CM-2146823,JAK1 EC50(uM),3,,266.3,65.03,2.065,2.0248,2,5,3,0.2,Class C,,,,,
CM-2118249,JAK1 EC50(uM),0.257,,307.34,48.05,1.661,1.5903,1,5,2,0.6,Class C,,491,,,12
CM-2064307,JAK1 EC50(uM),0.0678,,395.4,49.22,2.118,0.2535,1,5,3,0.57895,Class C,20.2,,,,2.5
CM-2148923,JAK1 EC50(uM),0.189,,268.31,66.21,0.352,0.3507,2,5,3,0.46667,Class C,43,628,,,14
CM-2166353,JAK1 EC50(uM),0.0654,,421.46,58.45,2.211,-0.1628,1,6,3,0.61905,Class C,19.2,165,,,15.2
CM-2162280,JAK1 EC50(uM),0.0582,,343.4,58.45,0.74,-0.412,1,6,3,0.55556,Class C,42.5,387,,,12.1
CM-2232240,JAK1 EC50(uM),0.0257,,375.39,49.22,2.071,1.6209,1,5,3,0.57895,Class C,20.6,490,,,33.6
CM-2179502,JAK1 EC50(uM),0.0218,,376.4,64.44,1.535,1.5344,1,6,3,0.57895,Class C,26.2,19.4,,,10.9
CM-2144027,JAK1 EC50(uM),3,,319.36,84.73,2.606,2.5653,1,7,3,0.29412,Class C,,,,,
CM-2015122,JAK1 EC50(uM),1.32,,337.46,49.22,2.416,-0.5365,1,5,3,0.6,Class C,17.5,567,,,29.2
CM-2164284,JAK1 EC50(uM),0.0672,,331.36,49.22,1.359,1.3005,1,5,3,0.52941,Class C,64.6,30,,,14.7
CM-2228047,JAK1 EC50(uM),0.0348,,378.42,64.44,2.192,2.1909,1,6,3,0.57895,Class C,43,159,,,17.6
CM-2285737,JAK1 EC50(uM),0.0821,,348.38,70.9,0.916,-0.3406,2,6,4,0.31579,Class C,49.9,65,,,2.5
CM-2154734,JAK1 EC50(uM),0.0785,,363.38,49.74,2.62,2.6195,1,5,3,0.55556,Class C,56,46,,,2.5
CM-2148721,JAK1 EC50(uM),0.0797,,268.31,66.21,0.352,0.3507,2,5,3,0.46667,Class C,44.5,246,,,9.09
CM-2236096,JAK1 EC50(uM),0.0865,,365.35,58.45,1.085,1.0077,1,6,3,0.52941,Class C,56.7,620,,,12.9
CM-2285510,JAK1 EC50(uM),0.0355,,351.38,83.79,1.111,1.1105,2,7,4,0.33333,Class C,76.5,53,,,11.9
CM-2229548,JAK1 EC50(uM),0.0204,,387.43,58.45,1.609,1.5757,1,6,3,0.6,Class C,53.6,85.9,,,420
CM-1991683,JAK1 EC50(uM),0.015,,378.47,69.52,0.837,0.837,1,7,3,0.57143,Class C,44.1,488,,,13.3
CM-2240538,JAK1 EC50(uM),0.35,,269.34,68.59,2.407,2.3615,1,5,2,0.53333,Class C,47.6,419,,,14.3
CM-2161697,JAK1 EC50(uM),3,,351.38,68.1,2.698,2.6971,1,6,4,0.31579,Class C,34.1,48,,,5.74
CM-2004105,JAK1 EC50(uM),0.128,,333.34,66.28,0.448,0.4479,1,6,3,0.4375,Class C,43.3,537,,,8.99
CM-2025666,JAK1 EC50(uM),0.0141,,391.43,49.22,2.822,2.1595,1,5,3,0.6,Class C,9.51,34,,,52.5
CM-2045687,JAK1 EC50(uM),0.0781,,256.3,66.21,0.45,0.4495,2,5,3,0.42857,Class C,38.5,577,,,4.89
CM-2191942,JAK1 EC50(uM),0.0989,,421.46,58.45,2.211,-0.5854,1,6,3,0.61905,Class C,17.8,451,,,11.5
CM-2017371,JAK1 EC50(uM),1.82,,391.43,49.22,2.731,0.9036,1,5,3,0.6,Class C,11.3,,,,56.1
CM-2108455,JAK1 EC50(uM),3,,331.36,49.22,1.846,1.8448,1,5,3,0.52941,Class C,,78,,,6.86
CM-2191941,JAK1 EC50(uM),0.0767,,327.4,49.22,1.101,-1.3276,1,5,3,0.55556,Class C,39,599,,,20.5
CM-2229616,JAK1 EC50(uM),0.0433,,343.37,49.22,1.564,1.5632,1,5,3,0.55556,Class C,63.7,295,,,17.3
CM-2265166,JAK1 EC50(uM),0.0792,,300.33,55.21,0.73,0.7297,1,5,3,0.5,Class C,51.7,295,,,13.8
CM-2156492,JAK1 EC50(uM),0.76,,325.33,48.05,2.277,2.2312,1,5,2,0.6,Class C,56.2,453,,,12.3
CM-2115753,JAK1 EC50(uM),0.0822,,351.37,49.22,2.272,2.2707,1,5,3,0.52941,Class C,43.8,108,,,23
CM-2263063,JAK1 EC50(uM),0.338,,412.48,52.46,1.433,-0.9365,1,6,3,0.63636,Class C,,,,,
CM-2163214,JAK1 EC50(uM),0.164,,407.43,58.45,2.208,0.8464,1,6,3,0.6,Class C,18.8,24,,,11.1
CM-2118251,JAK1 EC50(uM),0.0998,,307.34,48.05,1.661,1.5903,1,5,2,0.6,Class C,,,,,
CM-2267603,JAK1 EC50(uM),0.508,,295.34,69.44,-0.546,-0.6592,2,6,3,0.5,Class C,,322,,,23.5
CM-2043102,JAK1 EC50(uM),0.398,,321.3,49.22,0.869,0.8683,1,5,3,0.46667,Class C,55.4,78,,,13.5
CM-2191936,JAK1 EC50(uM),0.0557,,405.46,49.22,2.93,0.7224,1,5,3,0.61905,Class C,,106,,,41.2
CM-2122174,JAK1 EC50(uM),0.236,,344.36,55.73,2.553,2.5532,1,5,3,0.44444,Class C,34.7,21,,,32.8
CM-2241324,JAK1 EC50(uM),0.468,,363.38,49.22,2.145,1.4082,1,5,3,0.55556,Class C,33.4,39,,,26.8
CM-2144021,JAK1 EC50(uM),3,,294.35,65.03,2.603,2.5601,2,5,3,0.29412,Class C,,,,,
CM-2225170,JAK1 EC50(uM),0.0381,,457.52,67.68,0.826,0.68,1,7,3,0.66667,Class C,,5,,,
CM-2162282,JAK1 EC50(uM),0.253,,355.43,67.68,0.492,-1.8138,1,7,3,0.57895,Class C,,561,,,4.47
CM-1991688,JAK1 EC50(uM),0.0104,,388.41,69.52,0.914,0.9141,1,7,3,0.52632,Class C,39.2,454,,,2.5
CM-2151016,JAK1 EC50(uM),0.208,,321.38,85.9,0.032,0.0074,1,7,3,0.52941,Class C,21.8,594,,,12.6
CM-2162316,JAK1 EC50(uM),,,353.46,58.45,1.795,1.0402,1,6,3,0.6,Class C,13.4,206,,,32.2
CM-2025667,JAK1 EC50(uM),0.0449,,391.43,49.22,2.822,2.1595,1,5,3,0.6,Class C,10.1,23,,,15.3
CM-2166352,JAK1 EC50(uM),0.149,,385.45,49.22,2.37,-0.1143,1,5,3,0.61905,Class C,,54,,,82.8
CM-2114800,JAK1 EC50(uM),1.49,,228.29,44.81,2.192,2.146,1,4,2,0.53846,Class C,49.1,84,,,53.4
CM-2166362,JAK1 EC50(uM),0.0718,,391.43,49.22,2.506,0.1978,1,5,3,0.6,Class C,5.54,42,,,107
CM-2114793,JAK1 EC50(uM),0.0186,,299.37,65.12,1.376,1.331,1,6,2,0.5625,Class C,39,510,,,9.1
CM-1998371,JAK1 EC50(uM),0.0392,,339.39,75.52,0.956,0.9562,1,7,3,0.5,Class C,,400,,,8.29
CM-2112260,JAK1 EC50(uM),0.0351,,306.36,55.21,1.223,1.2219,1,5,3,0.44444,Class C,37.6,6,,,20.5
CM-2191921,JAK1 EC50(uM),0.0478,,407.43,58.45,1.937,0.3719,1,6,3,0.6,Class C,23.9,40,,,26.2
CM-2225172,JAK1 EC50(uM),0.0548,,463.47,58.45,1.276,1.2357,1,6,3,0.65217,Class C,7.79,7,,,135
CM-2149392,JAK1 EC50(uM),,,329.42,49.22,1.672,0.2359,1,5,3,0.55556,Class C,23.3,219,,,11.5
CM-2025321,JAK1 EC50(uM),0.363,,351.49,49.22,2.871,0.0263,1,5,3,0.61905,Class C,21.2,528,,,12.3
CM-2151493,JAK1 EC50(uM),0.27,,374.43,52.46,1.322,-0.1154,1,6,3,0.57895,Class C,36.8,556,,,11.6
CM-2166363,JAK1 EC50(uM),0.146,,327.4,49.22,1.365,0.0784,1,5,3,0.55556,Class C,39.3,215,,,10
CM-2146825,JAK1 EC50(uM),3,,313.33,66.93,2.643,2.6024,1,6,3,0.3125,Class C,,,,,
CM-2115752,JAK1 EC50(uM),3,,391.43,49.22,2.731,0.8011,1,5,3,0.6,Class C,9.04,425,,,32
CM-2162276,JAK1 EC50(uM),,,409.52,67.68,1.078,-1.0689,1,7,3,0.65217,Class C,55.1,198,,,28.2
CM-2166342,JAK1 EC50(uM),0.107,,377.41,49.22,2.119,0.0183,1,5,3,0.57895,Class C,9.33,,,,7.53
CM-2006444,JAK1 EC50(uM),3,,308.38,71.8,1.294,1.2936,0,6,3,0.52941,Class C,67.5,541,,,40.8
CM-2191957,JAK1 EC50(uM),0.0394,,373.44,49.22,1.773,-0.69,1,5,3,0.6,Class C,11.7,186,,,20.5
CM-1999955,JAK1 EC50(uM),0.134,,323.44,49.22,1.933,-0.6453,1,5,3,0.57895,Class C,,435,,,56.6
CM-2206874,JAK1 EC50(uM),3,,391.43,49.22,2.881,0.7296,1,5,3,0.6,Class C,8.54,303,,,29.6
CM-2225175,JAK1 EC50(uM),0.0928,,463.47,58.45,1.724,1.7236,1,6,3,0.65217,Class C,,5,,,
CM-2214973,JAK1 EC50(uM),0.0892,,394.42,55.21,0.234,0.2332,1,5,3,0.63636,Class C,9.32,5.2,,,31.9
CM-2217636,JAK1 EC50(uM),0.00751,,317.34,58.87,1.484,1.484,1,5,3,0.5625,Class C,57.2,170,,,2.5
CM-2225178,JAK1 EC50(uM),0.0457,,512.59,70.92,0.733,0.2183,1,8,3,0.7037,Class C,35.7,180,,,10.4
CM-2214974,JAK1 EC50(uM),0.0801,,290.32,66.21,-1.121,-1.1219,2,5,3,0.52941,Class C,50.3,287,,,4.38
CM-2170998,JAK1 EC50(uM),1.61,,311.38,58.45,0.977,0.971,1,6,3,0.52941,Class C,47.9,194,,,16.9
CM-2180787,JAK1 EC50(uM),0.0529,,337.34,49.22,1.558,0.2551,1,5,3,0.5,Class C,,389,,,15.2
CM-2263080,JAK1 EC50(uM),0.275,,372.41,52.46,0.854,-0.7857,1,6,3,0.57895,Class C,,,,,
CM-2112259,JAK1 EC50(uM),0.8,,306.36,55.21,1.223,1.2219,1,5,3,0.44444,Class C,41.1,13,,,16.3
CM-2191932,JAK1 EC50(uM),0.0372,,403.47,58.45,1.646,-0.7162,1,6,3,0.61905,Class C,23.2,94,,,6.56
CM-2206881,JAK1 EC50(uM),3,,357.43,58.45,1.359,0.7181,1,6,3,0.57895,Class C,30.3,303,,,2.5
CM-2166641,JAK1 EC50(uM),0.0236,,345.39,49.22,1.558,1.5321,1,5,3,0.55556,Class C,,9,,,39.5
CM-2236535,JAK1 EC50(uM),0.128,,333.34,58.45,0.383,0.3116,1,6,3,0.5,Class C,65.4,582,,,8.07
CM-2225177,JAK1 EC50(uM),0.0907,,512.59,70.92,0.733,0.2183,1,8,3,0.7037,Class C,29.5,175,,,16.8
CM-1991684,JAK1 EC50(uM),0.0689,,380.44,78.75,-0.232,-0.2318,1,8,3,0.55,Class C,12.4,627,,,3.68
CM-2206875,JAK1 EC50(uM),3,,367.51,49.22,1.715,-1.6928,1,5,3,0.6,Class C,13.5,303,,,25.3
CM-2148477,JAK1 EC50(uM),3,,345.39,49.74,2.265,0.0235,1,5,3,0.55556,Class C,48,303,,,67.8
CM-2195747,JAK1 EC50(uM),0.0346,,282.34,66.21,0.771,0.7699,2,5,3,0.5,Class C,54.4,187,,,8.69
CM-2166357,JAK1 EC50(uM),0.0764,,407.43,58.45,1.808,-0.531,1,6,3,0.6,Class C,26.3,46,,,37.5
CM-2206873,JAK1 EC50(uM),3,,379.5,58.45,1.731,-1.7127,1,6,3,0.63636,Class C,27,303,,,8.81
CM-2169811,JAK1 EC50(uM),1.05,,391.43,49.22,2.521,0.3734,1,5,3,0.6,Class C,,118,,,56.6
CM-2225167,JAK1 EC50(uM),0.0555,,431.45,58.45,1.014,1.0138,1,6,3,0.63636,Class C,,51.8,,,
CM-2110769,JAK1 EC50(uM),0.143,,288.39,54.04,3.001,2.9553,1,5,2,0.625,Class C,38.2,204,,,27.1
CM-2191945,JAK1 EC50(uM),0.159,,403.44,49.22,2.421,0.5195,1,5,3,0.61905,Class C,4.34,51,,,10.4
CM-2166344,JAK1 EC50(uM),0.162,,411.49,49.22,2.502,0.0794,1,5,3,0.65217,Class C,2.22,24,,,33.9
CM-2166354,JAK1 EC50(uM),0.0669,,385.45,49.22,1.994,-0.4822,1,5,3,0.61905,Class C,13.3,49,,,7.44
CM-2088879,JAK1 EC50(uM),3,,315.41,68.28,1.525,-0.3826,2,6,2,0.64706,Class C,19,558,,,
CM-2191915,JAK1 EC50(uM),0.144,,327.4,49.22,1.101,-1.3276,1,5,3,0.55556,Class C,,418,,,15.4
CM-2162315,JAK1 EC50(uM),0.46,,345.39,49.22,1.552,0.3297,1,5,3,0.55556,Class C,,31,,,32.3
CM-2172592,JAK1 EC50(uM),0.536,,292.34,82.66,0.731,0.7307,1,6,3,0.5,Class C,51.6,213,,,2.5
CM-2193298,JAK1 EC50(uM),0.0885,,399.48,49.22,2.301,-1.0838,1,5,3,0.63636,Class C,6.87,585,,,58.6
CM-2191919,JAK1 EC50(uM),0.0223,,407.43,58.45,2.208,0.8464,1,6,3,0.6,Class C,7.07,160,,,33.5
CM-2003971,JAK1 EC50(uM),0.0465,,380.37,78.31,0.768,0.7682,2,7,3,0.47059,Class C,22.1,538,,,8.54
CM-2166349,JAK1 EC50(uM),0.523,,399.48,49.22,2.054,-0.8497,1,5,3,0.63636,Class C,7.69,344,,,18.4
CM-2069638,JAK1 EC50(uM),0.0164,,298.38,66.21,1.855,1.8547,2,5,3,0.52941,Class C,42.7,22,,,24.4
CM-2145547,JAK1 EC50(uM),3,,258.32,54.04,1.528,1.4854,1,5,2,0.57143,Class C,55.7,140,,,7.66
CM-2216244,JAK1 EC50(uM),0.0867,,379.5,58.45,1.759,-1.0293,1,6,3,0.63636,Class C,,111,,,
CM-2114788,JAK1 EC50(uM),3,,311.42,48.05,2.536,0.6653,1,5,2,0.66667,Class C,,,,,
CM-1999611,JAK1 EC50(uM),0.0757,,337.38,75.52,1.24,1.2401,1,7,3,0.38889,Class C,47.5,204,,,4.39
CM-2101245,JAK1 EC50(uM),0.047,,296.37,66.21,1.312,1.3113,2,5,3,0.52941,Class C,56.1,47,,,6.13
CM-2114806,JAK1 EC50(uM),3,,272.3,82.1,-0.483,-0.7733,2,6,2,0.5,Class C,,,,,
CM-2215904,JAK1 EC50(uM),0.0264,,274.27,45.98,1.038,1.0372,1,4,3,0.42857,Class C,62.4,286,,,13.1
CM-2172366,JAK1 EC50(uM),3,,357.4,49.22,1.031,-1.1296,1,5,3,0.57895,Class C,,118,,,
CM-2263083,JAK1 EC50(uM),0.496,,424.49,52.46,1.367,-1.0184,1,6,3,0.65217,Class C,,,,,
CM-2263066,JAK1 EC50(uM),0.453,,408.51,52.46,1.508,-0.8823,1,6,3,0.65217,Class C,,,,,
CM-2134503,JAK1 EC50(uM),0.0525,,309.37,68.1,0.932,0.9318,1,6,3,0.58824,Class C,42.3,529,,,129
CM-2166346,JAK1 EC50(uM),0.366,,341.43,49.22,1.374,-1.2805,1,5,3,0.57895,Class C,,464,,,23
CM-2015130,JAK1 EC50(uM),0.575,,341.43,49.22,1.633,-1.0856,1,5,3,0.57895,Class C,28.9,554,,,5.34
CM-2148478,JAK1 EC50(uM),3,,345.39,49.74,2.265,0.0235,1,5,3,0.55556,Class C,44.7,371,,,60.9
CM-2094175,JAK1 EC50(uM),0.0294,,360.46,73,1.306,-1.1136,1,6,3,0.57143,Class C,32,391,,,17
CM-2089284,JAK1 EC50(uM),3,,315.41,68.28,1.525,-0.3826,2,6,2,0.64706,Class C,27.8,594,,,17.1
CM-2236108,JAK1 EC50(uM),0.489,,365.35,58.45,1.085,1.0077,1,6,3,0.52941,Class C,49.6,602,,,13.1
CM-2191955,JAK1 EC50(uM),0.0185,,359.42,49.22,1.525,-0.8765,1,5,3,0.57895,Class C,24.6,541,,,12.5
CM-2216243,JAK1 EC50(uM),0.106,,377.48,58.45,1.384,-0.1828,1,6,3,0.63636,Class C,,287,,,
CM-2236536,JAK1 EC50(uM),0.207,,347.36,58.45,0.774,0.6331,1,6,3,0.52941,Class C,40.4,310,,,28
CM-2016244,JAK1 EC50(uM),0.159,,315.39,49.22,1.518,0.1227,1,5,3,0.52941,Class C,31.1,,,,16
CM-2144034,JAK1 EC50(uM),3,,335.4,73.91,2.616,2.57,2,6,3,0.31579,Class C,,,,,
CM-2162313,JAK1 EC50(uM),0.305,,365.47,58.45,1.51,-0.3463,1,6,3,0.61905,Class C,,435,,,19.5
CM-2088877,JAK1 EC50(uM),3,,315.41,68.28,1.525,-0.3826,2,6,2,0.64706,Class C,34,567,,,25.5
CM-2191943,JAK1 EC50(uM),0.122,,389.44,58.45,1.665,-0.0039,1,6,3,0.6,Class C,26.2,493,,,4.66
CM-2044974,JAK1 EC50(uM),0.0606,,401.5,49.22,2.739,0.5412,1,5,3,0.63636,Class C,5.84,515,,,20.4
CM-2166358,JAK1 EC50(uM),0.22,,375.42,58.45,1.586,0.0404,1,6,3,0.57895,Class C,25.5,357,,,23.5
